question_id,ground_truth,baseline_prediction,original_selected_alpha,original_selected_score,spuc_selected_alpha,spuc_selected_score,action_prediction,baseline_correct,spuc_correct,repair,break_case
30158058,1,1,4.0,0.2195613572112,4.0,0.21956135721119954,1,True,True,False,False
30156974,2,2,1.0,0.0695748361271564,1.0,0.06957483612715873,2,True,True,False,False
30146005,1,1,0.0,0.1298638266750012,0.0,0.12986382667500146,1,True,True,False,False
30100268,2,2,4.0,0.2023358173870746,4.0,0.20233581738707526,2,True,True,False,False
30138879,1,1,1.0,0.0829868443211421,1.0,0.08298684432114294,1,True,True,False,False
30121173,1,4,4.0,85.65593921770814,1.5,18.727759448117745,4,False,False,False,False
30113384,1,1,1.0,0.0545848475643529,1.0,0.054584847564354284,1,True,True,False,False
30141545,2,2,1.0,0.0180487222272232,1.0,0.018048722227223805,2,True,True,False,False
30110928,1,1,1.0,0.0963468297746036,1.0,0.09634682977460576,1,True,True,False,False
30121697,1,1,4.0,0.1048204811718062,4.0,0.1048204811718056,1,True,True,False,False
30117846,1,1,1.0,0.0353616332960434,1.0,0.03536163329604356,1,True,True,False,False
30119120,1,2,1.0,-0.0598801496751344,1.0,-0.05988014967513792,2,False,False,False,False
30113330,1,1,0.0,0.1380238598692736,0.0,0.13802385986927415,1,True,True,False,False
30147685,6,5,4.0,0.853589526567148,4.0,0.7723259677274604,6,False,True,True,False
30108459,2,2,1.0,-0.0069594556513157,1.0,-0.006959455651314861,2,True,True,False,False
30160082,1,1,0.0,0.1065847448976526,0.0,0.10658474489765304,1,True,True,False,False
30118997,1,1,0.0,0.1373273640570694,0.0,0.1373273640570701,1,True,True,False,False
30147579,1,1,4.0,0.8525521596722242,4.0,0.8525521596722262,1,True,True,False,False
30115405,1,1,1.5,1.4984025139434571,1.5,1.4984025139434634,2,True,False,False,True
30160442,1,1,4.0,0.1989231450474823,4.0,0.19892314504748287,1,True,True,False,False
30106397,2,2,1.5,0.2184840887938005,1.5,0.218484088793809,2,True,True,False,False
30154211,1,1,1.0,0.07733243844201,1.0,0.07733243844201076,1,True,True,False,False
30153750,1,1,1.0,0.077905268276551,1.0,0.0779052768683875,1,True,True,False,False
30107303,3,3,1.0,-0.0449065002757529,1.0,-0.04490650027575239,3,True,True,False,False
30122616,1,1,1.0,0.0440324597638531,1.0,0.044032459763850666,1,True,True,False,False
30127656,1,1,0.0,0.2313681981930624,0.0,0.1986199347363558,1,True,True,False,False
30159082,1,1,1.5,0.2197407952258563,1.5,0.21974079522586543,1,True,True,False,False
30165490,2,2,4.0,0.1033192636486233,4.0,0.10331926364862377,2,True,True,False,False
30157708,4,2,1.5,2.9437945974663693,1.5,2.9437945974663826,2,False,False,False,False
30141388,1,1,1.0,0.091004582654537,1.0,0.09100458265453748,1,True,True,False,False
30165609,1,2,1.0,0.0189714375399966,1.0,0.01897143753999563,2,False,False,False,False
30116020,1,1,1.0,0.0499481498404379,1.0,0.04994814984043825,1,True,True,False,False
30154251,2,2,1.0,-0.0362021858060019,1.0,-0.036202185806007384,2,True,True,False,False
30106344,1,1,1.5,16.235527037476515,1.5,9.766992523117205,1,True,True,False,False
30136357,1,1,0.0,0.1084466721951498,0.0,0.1084466721951505,1,True,True,False,False
30136289,1,1,0.0,0.1417556017802911,0.0,0.14175560178029067,1,True,True,False,False
30135059,4,4,1.0,-0.0663859181750072,1.0,-0.06638591817499755,4,True,True,False,False
30157329,2,2,1.0,0.0819951436739647,1.0,0.08199514367396507,2,True,True,False,False
30119633,2,2,4.0,0.1014167624519064,4.0,0.10141676245190655,2,True,True,False,False
30138004,1,1,4.0,0.1066042979803159,4.0,0.10660429798031612,1,True,True,False,False
30116669,1,2,1.5,0.2828561234055716,1.5,0.2828561234055714,2,False,False,False,False
30119246,2,3,1.0,-0.0297204124130094,1.0,-0.029720412413008317,3,False,False,False,False
30112859,1,1,1.0,0.0948521797582918,1.0,0.09485217975829294,1,True,True,False,False
30111898,2,2,1.0,0.0906904537769383,1.0,0.09069045377693845,2,True,True,False,False
30117999,0,0,4.0,44.36625495713199,1.5,3.473179836662809,0,True,True,False,False
30093784,3,3,1.5,2.9863186273340068,1.5,2.727893136733572,3,True,True,False,False
30124874,1,1,1.0,0.0653140040123367,1.0,0.06531400401233714,1,True,True,False,False
30156542,2,2,1.0,0.0168069141324855,1.0,0.016806914132486847,2,True,True,False,False
30138598,1,1,1.0,0.0731971325465983,1.0,0.0731971325465986,1,True,True,False,False
30109214,2,3,1.0,-0.0193858111566842,1.0,-0.0193858111566797,3,False,False,False,False
30156128,4,4,1.5,0.2214072517120021,1.5,0.22140725171200268,4,True,True,False,False
30143565,0,0,1.5,62.90697982246956,1.5,48.49084316461576,0,True,True,False,False
30141372,1,1,1.0,0.0941098705055879,1.0,0.09410987050558797,1,True,True,False,False
30139165,1,2,1.0,-0.1123756258509843,1.0,-0.11237562585098843,2,False,False,False,False
30129471,1,1,1.0,0.0411048645151895,1.0,0.041104864515185684,1,True,True,False,False
30132839,1,1,1.0,0.0954435059950794,1.0,0.09543863603924652,1,True,True,False,False
30134128,1,1,1.0,0.0728836068138642,1.0,0.07288360681386538,1,True,True,False,False
30164800,2,1,1.0,0.0458610942229072,1.0,0.04586109422290658,1,False,False,False,False
30122104,2,2,1.0,0.0293927393639826,1.0,0.02939273936398134,2,True,True,False,False
30102541,1,1,1.0,0.0989004663594239,1.0,0.09890046635942382,1,True,True,False,False
30093720,1,1,4.0,0.4781438595515705,4.0,0.47814385955157085,2,True,False,False,True
30154023,1,1,1.0,0.0875532805602785,1.0,0.08755328056027874,1,True,True,False,False
30113788,1,1,0.0,0.1623257591435656,0.0,0.16232575914356603,1,True,True,False,False
30156409,1,1,1.0,0.0602513226904514,1.0,0.06025132269044949,1,True,True,False,False
30111598,1,1,1.0,0.0921574428615237,1.0,0.09215744286152347,1,True,True,False,False
30135715,2,2,1.0,0.0719576584745357,1.0,0.07195765847453488,2,True,True,False,False
30122095,3,3,1.0,0.0445925710303107,1.0,0.044592571030308566,3,True,True,False,False
30159612,5,5,1.5,0.7128883673140132,1.5,0.7128883673140128,5,True,True,False,False
30144117,3,4,1.5,0.1022310020484913,1.5,0.10223100204849438,4,False,False,False,False
30158714,2,2,1.0,0.0488428877899579,1.0,0.048946868843499816,2,True,True,False,False
30109248,1,1,1.0,0.0990026675305899,1.0,0.09900266753058914,1,True,True,False,False
30115602,2,3,1.0,0.0516774954496181,1.0,0.051677495449627124,3,False,False,False,False
30126676,1,1,1.0,0.0684943546671104,1.0,0.06849435466711157,1,True,True,False,False
30149837,1,1,1.5,0.3740160776931703,1.5,0.3740160776931799,1,True,True,False,False
30100938,3,3,1.0,0.0416454798028615,1.0,0.04164547980286372,3,True,True,False,False
30132201,1,1,4.0,0.1563108960519523,4.0,0.1563108960519523,1,True,True,False,False
30100601,2,2,1.0,0.0539326925459408,1.0,0.05393269254594056,2,True,True,False,False
30107336,1,1,1.0,0.0974098110322251,1.0,0.0974098110322256,1,True,True,False,False
30099377,3,2,1.0,0.0317552173266999,1.0,0.031755217326701765,2,False,False,False,False
30123573,4,6,4.0,1.1653712553538056,4.0,0.6981095776347057,7,False,False,False,False
30120136,1,1,0.0,0.1433484877313921,0.0,0.14334848773139228,1,True,True,False,False
30106525,1,1,1.0,0.0623410768676858,1.0,0.06234107686768539,1,True,True,False,False
30111340,1,1,1.0,0.0557688757715109,1.0,0.05576887577151123,1,True,True,False,False
30124431,1,6,4.0,222.73633100885743,1.5,20.277914762214273,6,False,False,False,False
30125426,1,1,2.0,0.1237712256930377,2.0,0.12377122569303872,1,True,True,False,False
30147004,1,1,0.0,0.1277159079759567,0.0,0.12771590797595336,1,True,True,False,False
30120429,1,1,1.5,8.255459977901062,1.5,7.183460165179328,1,True,True,False,False
30121849,2,2,1.0,0.029951382293452,1.0,0.029951382293452032,2,True,True,False,False
30117430,1,1,0.0,0.1127263278408464,0.0,0.1127263278408476,1,True,True,False,False
30145613,1,1,1.0,0.0905188691968765,1.0,0.09051886919687668,1,True,True,False,False
30152697,1,1,1.0,0.0987950003794445,1.5,0.25504881932920254,1,True,True,False,False
30131558,1,2,1.5,0.1073446804842302,1.5,0.10734468048423473,2,False,False,False,False
30128516,2,4,1.5,0.1632480873320339,1.5,0.16324808733203686,4,False,False,False,False
30131526,2,2,1.0,-0.0850361400736543,1.0,-0.08503614007365402,2,True,True,False,False
30149639,1,2,1.0,0.0301515348565174,1.0,0.03015153485651769,2,False,False,False,False
30100728,2,3,1.0,-0.0166388851321236,1.0,-0.016638885132111557,3,False,False,False,False
30146985,2,2,1.5,0.7564478248690008,1.5,0.7564478248690047,3,True,False,False,True
30127615,1,1,0.0,0.1066189969321421,0.0,0.10661899693214019,1,True,True,False,False
30122533,2,3,1.0,0.0828108481658594,1.0,0.08281084816587439,3,False,False,False,False
30101776,2,2,1.5,0.5468647984036367,1.5,0.5468647984036406,2,True,True,False,False
30121955,5,5,1.5,0.1207237256126208,1.5,0.12072372561263037,6,True,False,False,True
30122538,1,1,4.0,10.643811352902524,1.0,-0.031118205716934168,1,True,True,False,False
30154592,1,1,0.0,0.1506858668643916,0.0,0.15068586686439245,1,True,True,False,False
30128395,1,1,1.0,0.0784323300640324,1.0,0.078432330064034,1,True,True,False,False
30156242,1,1,1.0,0.0467389773039834,1.0,0.046738977303983055,1,True,True,False,False
30158458,1,2,1.0,-0.0058061173439313,1.0,-0.0058061173439320855,2,False,False,False,False
30150524,2,2,4.0,0.3960551611653622,4.0,0.3960551611653631,3,True,False,False,True
30125582,1,1,1.0,0.0982461774808898,1.0,0.09824617748088973,1,True,True,False,False
30123623,1,1,0.0,0.1149816902771948,0.0,0.11498169027719563,1,True,True,False,False
30140862,1,15,4.0,19258.05167144444,2.0,6.985058491444396,6,False,False,False,False
30129635,1,1,1.0,0.0555077884503127,1.0,0.05550778845031266,1,True,True,False,False
30139654,2,2,4.0,0.2758637516890131,4.0,0.27586375168901306,2,True,True,False,False
30160205,1,1,4.0,0.1131825209214276,4.0,0.11318252092142783,1,True,True,False,False
30127344,3,3,1.0,-0.002835150564771,1.0,-0.002835150564769552,3,True,True,False,False
30135800,5,4,1.5,0.1678533115904327,1.5,0.16785331159043188,4,False,False,False,False
30152737,2,1,1.5,1.36166150731232,1.5,1.5046886133560406,1,False,False,False,False
30122705,1,1,0.0,0.1967415691361341,0.0,0.19674156913613355,1,True,True,False,False
30157450,1,1,4.0,0.2678500529736943,4.0,0.26785005297369496,1,True,True,False,False
30159507,3,5,4.0,2.2098985448269746,1.5,1.3335105263695362,5,False,False,False,False
30157207,2,2,1.0,0.0339236732214218,1.0,0.0339236732214212,2,True,True,False,False
30114348,1,1,0.0,0.1173135951113433,0.0,0.1173135951113441,1,True,True,False,False
30130612,1,1,4.0,0.191816281541438,4.0,0.1918162815414386,1,True,True,False,False
30123992,2,2,4.0,0.1749320901937379,4.0,0.1749320901937374,2,True,True,False,False
30103428,1,1,1.0,0.0586465307754459,1.0,0.05864653077544526,1,True,True,False,False
30131439,2,2,1.5,3.806820591946966,1.5,3.4847594975362153,3,True,False,False,True
30129203,2,3,1.5,4.862914324004342,1.5,4.341562732756414,3,False,False,False,False
30160114,2,2,1.5,0.6424833902125117,1.5,0.6424833902125237,2,True,True,False,False
30127509,1,1,1.0,0.0969662973421331,1.0,0.09696629734213288,1,True,True,False,False
30122788,3,3,1.0,-0.0047749546116246,1.0,-0.004774954611620261,3,True,True,False,False
30109423,1,1,4.0,0.607519356755138,4.0,0.6075193567551392,1,True,True,False,False
30139358,1,3,1.5,0.9375694624788028,1.5,0.9375694624788012,3,False,False,False,False
30124940,3,2,4.0,0.3201157108881646,4.0,0.32011571088816615,2,False,False,False,False
30157086,7,6,4.0,46.73626586978381,1.0,-1.4191332495110855,6,False,False,False,False
30129074,1,1,0.0,0.1124437253697559,0.0,0.112443725369756,1,True,True,False,False
30114231,2,3,1.0,-0.0753818652363805,1.0,-0.07538186523637976,3,False,False,False,False
30150247,1,1,0.0,0.1042709686379679,0.0,0.10427096863796897,1,True,True,False,False
30156675,1,1,1.0,0.0461621096421611,1.0,0.0461621096421587,1,True,True,False,False
30116360,1,1,1.0,0.0496403318287521,1.0,0.0496403318287524,1,True,True,False,False
30123092,4,15,4.0,44304.75555895599,2.0,9.791396881553805,15,False,False,False,False
30143374,2,2,1.0,-0.0556134121073741,1.0,-0.11122258655266845,2,True,True,False,False
30122057,1,1,4.0,0.1676882297072891,4.0,0.16768822970728958,1,True,True,False,False
30138152,4,4,1.5,0.1211707241669458,1.5,0.1211707241669572,4,True,True,False,False
30138403,1,1,0.0,0.1171607256931585,0.0,0.11716072569315938,1,True,True,False,False
30112031,1,1,1.0,0.0777941504692396,1.0,0.07779415046923965,1,True,True,False,False
30119954,3,3,1.0,0.0127519957914642,1.0,0.012751380016698266,3,True,True,False,False
30136576,1,1,0.0,0.1407616812772347,0.0,0.1407616812772321,1,True,True,False,False
30101538,1,1,0.0,0.1036618318560462,0.0,0.10366183185604572,1,True,True,False,False
