image,question_id,subset,answer,data_source,width,height,file_bytes,file_sha256,pixel_sha256
VG_100K/1592215.jpg,915922155796,complex,1,amt,1024,683,460629,b7e0ddfeeb712615b4855ee498b6eba490b73f2d62f1369b6f451c660fb1d6ee,85f8cd5501e9f1b95b03f9cc3edf59e2412f7c6e73e664d933f038dcc67c0dd6
VG_100K/1592280.jpg,915922806436,complex,2,amt,1024,768,429958,c71a13cf856ef0f9ed5f2f84820ca4f8b941f73dba8f3c999b36eead3412f587,718ea61054f42625009a59e4db47c9d14c54680411f1c137c2380fbf9a127a5a
VG_100K/1592434.jpg,915924344924,complex,2,amt,683,1024,564463,0b07d362dcffbcff53648f599fb8d2033fd8694d49f902dd017462ae6135a1fa,7fb107d2157e9340bd68d1e17e349e75b4b0b14d74be9ed59630694870d5078e
VG_100K/1592496.jpg,91592496356,complex,1,amt,1024,768,571755,87b324506d4b026f1ec0b0bc88295fa304c3b9298feeec4865a3e60f11c5cd78,48dae9d5f96b99e97f3a88b637ee1babadd8bc3cb47198a504733beeb07c2dd8
VG_100K/1592643.jpg,915926434391,complex,2,amt,1024,685,254077,d983c92892e00683acfa33aa722428126350831fe72b7bd72f3ba8d30d18180f,2257f7f2ffc8229d3ab2a9006f4bb2dbed2c2cd66c3a562c7d6ffdafae6b7e0f
VG_100K/1592649.jpg,9159264916896,complex,5,amt,1024,765,369812,fc33a50421fc38754c427d10d86b7d33a575134fb91da9f713422f8c27b6eb8c,981711eaf431a5a59b4a4528d2ccc1d0f1b25050785e24a6ac04cc0740015431
VG_100K/1592667.jpg,9159266720849,complex,1,amt,1024,603,529910,cf320d31a07966a177af73ea97d16d49a96f38895f73e05aaf84c4c08e679296,c5374237c36b92406b381e8190620f4c71b5f08f1b9dc6f4eec5efb46b369a0c
VG_100K/1592772.jpg,915927727617,complex,1,amt,1024,768,586760,91d6f76e8df3e58bdcf2bd6897e75106b5cb4499a4bbc33ef27f8f0c1ed9bcbc,28868068a15d59752f774f8818617870657c4a247107259079fa9e8861975241
VG_100K/1592917.jpg,915929179075,complex,1,amt,1024,768,485208,313b6be219632278f72220ea56584a026ed3875be58030b64aa2ad55cc144c81,0a59cb38a3426b55ddeb2e1a0e1b648bbc76f6f2b61c9ea478de15b4d7b6e51e
VG_100K/1592941.jpg,915929414405,complex,2,amt,1024,782,536823,e6f94f998ea32b621a3d7bd953135ea9616fc69235bf5d225a5cff8247093a6b,7a13d0f23c4826a0b419090e83f292bcb3bf665674130c319264a76477d4fb0d
VG_100K/1593008.jpg,915930085732,complex,0,amt,640,480,78968,bbc13fb879e2afd02560913bf36cb908cf50f59be2e076d9f15dc761d1855cbc,b79fe3379b572e5e07fac7cc6877b38141f82c6cd5dc1692ea3e0785401cfd77
VG_100K/1593054.jpg,915930545045,complex,2,amt,768,1024,448544,ba49d7c583efb97253be5bbe5d98a70928c118344af30badde075f7b9ee61db7,d9007a6694a8d01418d9d73608eea068c64f0df4abf26bb42d41571101b958a3
VG_100K/1593099.jpg,9159309920806,complex,4,amt,1024,683,376537,0fe18bb84b4e00bade2b41d5ef6527444aad6422a1ba8968db01b30eea7db60b,cd4801ce7c98ba1cd38ded43b819fa5341796bb5649b0403aa7f81d1ab6169da
VG_100K/1593170.jpg,9159317010545,complex,7,amt,685,1024,432985,ab0cd663c876d25cc17257ad99d72e1656a84a3168de7615178b39d79041fecf,eeb49c41e907200ee3999c20a9f45ff8059730c6040d7a07e233977059bd506c
VG_100K/1593236.jpg,915932361970,complex,1,amt,1024,768,412281,bf8b54fd8d93fc6879c8213c34ec6a63ee6ad62a7b487bc07a625e66a227798d,af343f955ff10a8f1524b3c8378ca1ebf5a43b90e76a573de7977e376aef4ed3
VG_100K/2315413.jpg,92315413220,complex,6,amt,500,333,131110,ae07e3a47e34202ef567132797bcc17bd58b0e7181bd125b6df38482544aa2f8,0235084d3a7d6d331f14bdfc70fd1ff4d15fa5aefba3fc1a1a26007bfb05a696
VG_100K/2315466.jpg,30160918,simple,3,imported_genome,500,333,107899,00931eaf0b5d6e2bba1d7653de952544d13d86daba836c2743f7517659df7633,abad955231720d2040e6f954df60ff4aa9b0f71fe46e557a49beac055f793a7d
VG_100K/2315483.jpg,30160910,simple,1,imported_genome,500,331,187190,09c0f3d73b460e21bdc32247ef9a9ac3d447e21d2fb84d955fe1d4f7430c9c32,9dd390104a280c882a28f67c24519f489118ec281ae2151fa8609988b275ea0a
VG_100K/2315504.jpg,30160898,simple,1,imported_genome,500,333,212577,dfbc6ff14eeaf2d106441d9cc270daa9fb4773f9dac51517028f09c8d0c9c7a3,247c4023abd3ac41e61991c652d2dc1804eabecf38c551ef06be01ae2417c6bb
VG_100K/2315508.jpg,923155084453,complex,2,amt,500,331,112798,3727aaa4d3bc473f015815bd02a492961f0c018834ee2b3d6f0291b64d94561e,98f1b2553025678ac32de3f7241893115e86ea18bf0aea49326394a4be28ca11
VG_100K/2315529.jpg,9231552912979,complex,1,amt,375,500,146602,96456d49cf6500492ce9da7a7905421980865c6307c08555048971a9045dd50d,eada1ee9baaed4f103236bcd342a22c7d3eb71aea194f6dddb64f912e6a2e937
VG_100K/2315532.jpg,30160882,simple,9,imported_genome,500,375,140984,86f50a525f0c86bf759e1e3db34b0c9b111f935966b4a54a40cfc068db5424ea,fd5bbf09acc3a24c09bde3c4378f445828c7acb51e46036661e2f2b4bf51041c
VG_100K/2315613.jpg,923156136120,complex,4,amt,374,500,142166,bc3d938ccba84fc5514e89573ceba89f447643f924cc6507968582c17bf86bd5,170b1c68c47555319b79a547ccef2f4ade90e33a7f3b74d056d1ed3bb7dab005
VG_100K/2315655.jpg,30160808,simple,1,imported_genome,500,333,169615,114264914cf6a2ae98d8cc35a9aa4d62d2be3edd6129d14846146927797729f1,80f4296c5a3b110501aff939bd726273908b1170484f7b57b07b017661e39933
VG_100K/2315659.jpg,923156596267,complex,1,amt,500,375,164656,177ee348e4fdfe2d9d9a2bc6f34649d4d0228e776a2aa213371ea0d2686b6f11,7fa052df049720e9570b56512ae42a33c5201dddee40c13fe1a3d6da426fe480
VG_100K/2315666.jpg,30160799,simple,3,imported_genome,500,359,112769,f8d4e912f970dac61ff788e8806057249ed63c7c1dccc37d62380dab0e6e85d0,9b2b9945b735b477a445bf718b6c073baf569babbc547be64a5f909d8a4c1719
VG_100K/2315687.jpg,30160786,simple,1,imported_genome,500,353,168778,98fd08b16062effe00ae5d76546dc8590cc927eb5a8f911584368629fee3a00f,d232ececb47a295c737821b3fc727e94627989eff320fe32d9c2d88563ff63ea
VG_100K/2315702.jpg,923157029437,complex,2,amt,375,500,207481,2e82aeb23abc10adeb8108ed26a8a72f82d492f7e93988ef0e05d71e228fa8f1,abb2196046de2591a345876ec9be49dd0b1c534fb0aa4a23823573210b7f7bb8
VG_100K/2315730.jpg,30160757,simple,2,imported_genome,500,281,78628,cb9675d68897deef68a61bc9fdab5fcdf7a503133fcadd963b37cb3b15a28d95,5711e4cc333ff4e7c9fd54d1e258d82a495ce745347e6c4cd2e423392858edd0
VG_100K/2315772.jpg,923157724612,complex,2,amt,500,333,156060,cef0d0d0a1e8a06c262bee32b7e7d5ce706a40afda0317b8e9136ab488276241,dd37f3037a77155526d59f5d4979c72a9f2bd3704068190d4ba440238e3e96e5
VG_100K/2315814.jpg,923158144937,complex,2,amt,500,361,63412,62dc17bf3227f2811499e0be75d0cac9f2f0b667542a9c32aab7b6fe0d3831e9,207bdecbabd475e99cb7b420cc03684e97c0083700a7278b286c9fb4b9a4d63c
VG_100K/2315852.jpg,30160687,simple,1,imported_genome,333,500,99595,03c02750631ab53baa264900ec170f19b0b3cc67b14e683ae16323308e4beb90,ae296c209e88b6bb960416175922c7f311e5d7cde8a450307e461721f59551de
VG_100K/2315962.jpg,9231596216521,complex,2,amt,333,500,135704,e17b0f93e1a4c2eae5f8e0852635f0d13de1330eade8f8c786560a68c79e124b,979da676cb5a28e90f3e4c7f789cb481c3e29ea4fae0c1970eed3b4e325bb0da
VG_100K/2316076.jpg,923160761446,complex,4,amt,333,500,69954,a7359f177822c4acbf30f6b0873b787572217636d64e76e551c4e9035140e1e7,5d851d8e68326c275740e8ae59f3e18575acc87473cfd4f3b4deaa0795249b9e
VG_100K/2316077.jpg,30160550,simple,2,imported_genome,500,375,140906,9c85d61193bd8d97951792af3b80fe285fa8c333ec75595c6f1714afce7e63b7,0b269667545799abc79db9c3cbab8d7348a7452abe2fe152110d0e6dbf7414eb
VG_100K/2316115.jpg,30160530,simple,1,imported_genome,500,333,102327,86c853accf0148b6866dfc5145eb1ff677857420790bec10eabda290aac2256a,047c8c368b31723c5cc6f7c083c376cb372afc836be61c649afed8c0b48dc780
VG_100K/2316117.jpg,923161171031,complex,2,amt,500,375,101633,83e50c9c357f525b8e77b58fe5f0041b8ef0a60d813a65123b10083c9de95a01,f64d75b0a3391bb2de692a0dae8dec3c627e626a699be77ece7b639a87e2c94d
VG_100K/2316152.jpg,9231615219511,complex,0,amt,500,375,193316,5bf0d3e2fa702bd4756c842f0e303e4060a50c5247cdb4685510e6d4fdff5cfe,6584a96f0967a2461e8727836f06617909bf6f3041b31fe435b74d96841ad637
VG_100K/2316153.jpg,923161539012,complex,0,amt,500,375,129039,8fdcf7157ec1d280347d0571ddf212519791baf4d1f5f8d53c63ec8031344084,cdf6d08077b375ccdf9175903fdaa7ca195857b9a6373b9a217b59e4a780eada
VG_100K/2316183.jpg,30160490,simple,2,imported_genome,500,374,135188,aeada6ddf2d8abfba8ad5a039e1518d05824e99db080b60334fb182a2caa9a49,e4d6fb7747e778c5b9b6d8c47325bd99355afd374aa520f2a97991e513a28155
VG_100K/2316255.jpg,30160442,simple,1,imported_genome,500,333,114150,9611fefe26b107b744030a2cb9bb2b29b4c8ba2e78434014a29ab1e1b50db75a,df6079ffedd1edca841ce5bf4c862905e212c41e132d89af7b14d2729ce859bf
VG_100K/2316295.jpg,923162955104,complex,7,amt,500,375,82237,0fc7a0d03e26bd7d25d94c438a02449515dca4cb3772462255739c01deab7eb2,6f7fa905e34622f3424b0da6c4ec7eb4fede745dcb77e57b9eb5a2780f1ae8fb
VG_100K/2316309.jpg,30160418,simple,1,imported_genome,334,500,225390,e021d419f12a229745672e7632ffad1cfe753ac14be18c6cc2aac1ec12787c07,84c7c003a95f4c02fcf3e38586cdcbb6310dc7abd0a4b81a221962b7a2c2768d
VG_100K/2316410.jpg,923164106657,complex,0,amt,500,331,57396,b2074e2bee520e05408c0ac9147ab8a4b6fa2b82c2820354cb5208a515740fee,53c01ed8a7af1c8ea544532c6c82d19f06c6a2a9f82210f7813bb722a5083083
VG_100K/2316420.jpg,30160340,simple,1,imported_genome,500,333,117667,fdae8ffea90ceaf5fe4e714818c089fddb53da08e749aa11dcd00aee9d3a8461,c5dc0bbee08f922e3f00060c95861f31ca98d9be4c2b6e977342b1fcc1fc3a50
VG_100K/2316444.jpg,30160322,simple,1,imported_genome,500,375,126462,8650d6d90966d73631aa9cf4ccea06411d2a8fa3ccbd85bf1fe55a1f1f295786,8d5eeee15abc63db1432298dbafc02b98f93a617769fb764f0b8a98341fe8060
VG_100K/2316445.jpg,30160321,simple,1,imported_genome,375,500,174356,ace81a3e339ca498074343ee9921f2d287a0c61f97dc8d590caa9b105ad10b6b,c1aeb1c09e0f060dfce21b8eb30a1da1f04ebc0cd25e6747c0ac9b83fef97e5f
VG_100K/2316447.jpg,30160318,simple,1,imported_genome,500,375,68928,193ea4980a8faa0eeff18511eb3ecec47c0869123c4d35de2ce4a9f1294e4f5a,b3c7411f9d8813267712a6d30f45eb598b9e8be4f5ce7e10b1b30fc9d1a99a34
VG_100K/2316541.jpg,30160253,simple,2,imported_genome,500,281,96624,d1bdcb1a760509d8513c3c5b9580ded8adfbf01a3106c615cb67362c1b590b5c,c5366f53f9f4c3d251544db3cb75b5a021d6951cd256d28e4577527c4dc03376
VG_100K/2316545.jpg,30160249,simple,1,imported_genome,500,400,254459,bce67377d0bde5eeb4ad3704e60953364af8cb88e1effde566dbb3562d0b9d3c,e16d851c698b09a7388eda6faefd0889ff4151f820db3840a093415d36120e8b
VG_100K/2316572.jpg,923165728265,complex,0,amt,500,375,121900,d5004e4061c010f20dd8d02a057bdf8d79e08d4909a58c93ebbdd869b6ced428,e15caec4950f00618b249c8dd948a8b2ac9ba7b63d15f5c3bfcc1d4d86bea17f
VG_100K/2316612.jpg,30160205,simple,1,imported_genome,500,375,140018,8e60d8346f9f45b221f5e73d8e729aa6aad2d34ef13743fc31653208935b0e52,cd5d7e414deca3faafc4a342d91853c6a028f6371c8ee719d2909cb6a4538745
VG_100K/2316631.jpg,30160201,simple,6,imported_genome,500,333,144401,f2e0b5d5adfcfa5ffcdf5e6ee9a4f76c553aed748c8ba8db6b1644faedf6841e,fa03b73ae1a190d4abe9db4139c660889df84e3140933557a02b68e503a1fa65
VG_100K/2316633.jpg,30160198,simple,1,imported_genome,334,500,76190,25938a8a938b83841a386b3ff1beef582009ee42db808e3bfef7a282ef4fecbe,5dac277fad464f3c548274cac189d2105962758509333a79f54bc5d2047bb3d6
VG_100K/2316694.jpg,923166949706,complex,4,amt,500,333,119932,58577a15fffb85f3bf18c4c719fb13b9be9f1432f4446720e32490bd4474b65f,19c87e0482738151da049dd47e2346e6dd7006114a4b1d1c6a63ae5d82e9d924
VG_100K/2316754.jpg,30160126,simple,2,imported_genome,500,340,105926,7f34ab4b934b65be767d48baddedd0db928755ce172f1cb56fd4bd3fb1c9f556,a7aa5a64efb9027efbba3e6a429f23bee14431429caa50db5f0d4af2d704f3dd
VG_100K/2316780.jpg,30160114,simple,2,imported_genome,500,333,149647,7d71fe0d1e1a7871b09b03ba883f6112d8ece825fbc7bc6883caf73275a807a5,79dc6913c37c889f08971059531f4492af89f9249a5a2c24b76ce4443264053f
VG_100K/2316785.jpg,9231678514176,complex,0,amt,500,332,179974,1d4a86baf0662cba915451c107a0792071f9ce677d52f7c50a2bbbbcde498c3d,ff1a310c923c70b582d59bd84d36e55be5c26cc0456f6bed30878b7082c261a0
VG_100K/2316790.jpg,923167906243,complex,1,amt,375,500,127170,9bc2f46eef6b186f6e65fe5ff996d93016f4cba7528c2fa67f20a599732edd7f,c8f9beed190c7a1d065ee05e396933210d1d8c9a88012a94122c937cf0a12fd1
VG_100K/2316795.jpg,30160102,simple,3,imported_genome,500,331,176811,7a44c3c4ee482a3e1a1593c44dc2571f1e1e6881c7114e11c74ebf17542e9e5b,359356a9c5a48205228083386c271dacc0b728d0ecf1318ad2a6849e84042fa7
VG_100K/2316811.jpg,30160091,simple,3,imported_genome,500,331,91270,d636118fd1ac219f939f742422263d4d1bb163ebb2af29dd8fd39562ec5309a6,bd580d33069b9ac7be61c40319150f9b7f463115f7ed6d6b204b452ab7a0d84c
VG_100K/2316820.jpg,30160086,simple,2,imported_genome,400,500,206788,7cacc111939b1c67936aedd378fe1785e18569768aa5d5916683f41fdd1ceee7,f52768aea09d6be239be15dec58b412f023e383b39759f13a3fe8b6dfee40ba1
VG_100K/2316822.jpg,30160082,simple,1,imported_genome,500,375,131953,73601c9f9272e74c18bc40a85ee7c2dcf677ec0d70041dcfa67dafefb9ec3dbc,f1eb524baf523f8113fd1a686b350df9d2179b805efdb0936a66f4158c4bc3f6
VG_100K/2316827.jpg,9231682718202,complex,4,amt,500,280,116785,7b2ed1a5621411efc1c606b829e94d6f172419f22b43dec4499437fe34664a86,481a47ba56cda43ced976abce83628ebaa270b2e645c81e8e5697247dc208bd0
VG_100K/2316833.jpg,9231683312942,complex,3,amt,500,375,118432,6def36a171088c88cbd36cc1375cc6357ed3ad7d936d5c697c4359a24f9edcc5,16a0cf3fd2de1a684a78144518c86a6c254ef0d7f4bbc2939b7edc1789f209d6
VG_100K/2316867.jpg,30160050,simple,3,imported_genome,500,375,68936,cb326e9b16f1a270ab141d42c46b2c26aa5e97e1a6626aa1935c85c219596bcc,90dbed25606f4f9439e1d4d1032d944b5acf8dc909d1ec065a2b5ae8c714ed8f
VG_100K/2316894.jpg,30160025,simple,0,imported_genome,500,333,73923,076b638711c5aff21bc95c227b1f9cd09ab42c970f0c1c6cc1f7500ff0c8673a,6780a45268478e0c3b99a09c4c6f5453f8c57a491eea4e99dd9dcc9b3b268544
VG_100K/2316898.jpg,923168989673,complex,5,amt,500,333,175119,4dc21f94ddbf1bf8ef3147bebad5d57292904cdf565c9595624ba9e839e27cee,8f1dd3bdb8dda9fa20643beb3611734b7e4085cab943f28c714eff1a9365412f
VG_100K/2316964.jpg,9231696414473,complex,0,amt,500,500,202136,4d6d1c845a75a333859db871c251ad3e7c5f13b731e1f288fc42d99075bf6dbc,364f92a6b87dcdb309d0db24da5c55ef62715503244525bda75359ff3eaffc09
VG_100K/2316983.jpg,30159966,simple,1,imported_genome,500,334,103656,7b501eb1e9d9d70c7bdd49d8b733ff990734cbcb166996186253d5ce1f7afd6f,501d2d5973eb89e66d84e72826760220954f73309c08d34dd24949414a92c371
VG_100K/2317007.jpg,9231700718028,complex,3,amt,500,375,85024,c8d96636243e6d83575ac71b4d4f18c8e10ee78500590280239c48648b8a0679,dea351f62a77150228debe61e07c53a30f40f9c669bc237cf17440546e2dbb0d
VG_100K/2317015.jpg,9231701514824,complex,1,amt,500,333,144517,c272bda845cf041cbb5a59b42702a37b7c1e8a449391eb9e91de694a171dc60a,06979b3a0e5902cd678cf18fe323dfbad5c2e65a36296b24ac517e2360a6d713
VG_100K/2317086.jpg,923170865116,complex,2,amt,500,333,135092,488c6d744cb8f0941a540a2e2e670e283aa26c43740b965b3a84cbe72e62c9df,ec9968e2c07419306a48ad19d99e8c4f4afdb26f331c660843c90a9f97acc6e9
VG_100K/2317180.jpg,30159845,simple,1,imported_genome,333,500,75947,99f3d04095569083fa6c07eaada91515dd801f3708dc8b9bc94a16280abcf16d,0c2330014e565ffde4d284283e25fb7b1178f4723a596eb147816bd8044f0ea2
VG_100K/2317181.jpg,30159844,simple,1,imported_genome,500,333,120277,b69114911c183aa6450383a44d8f19ab9b2d1a5982afa7298124a175d971c32c,00f491fac9c22ec344a51c34240786edddd6cd35d9dbe41802fce64cb2b236c2
VG_100K/2317319.jpg,9231731920197,complex,0,amt,500,375,143904,f09061e71aeebf5547c23d60190d483b45b200ec5e5256889f1a5eb980c6dfbf,0f0aeeba5f12935aa488fe2dc73952143678f587c52cbfcced2fdf0ce161c04c
VG_100K/2317326.jpg,9231732620669,complex,0,amt,455,500,108004,cdc2f8561372e1f7091d6721490f170613db9d7ffbeb7881629e87b34515ca5d,4fd27a9f3df3337db6d83cac7fd08e0a3b19ebdeaa02f4c5a71f5e29e3963f60
VG_100K/2317332.jpg,923173328337,complex,0,amt,375,500,204731,821f6ee3c763b57073fd7096408f38a4c779cac159c71034bcc82cd77e3ac0c8,6e9fe106adb26ad34f00da38b36b4401dddb45805bd8e0ff64459f9d6deae24f
VG_100K/2317344.jpg,923173449976,complex,1,amt,500,500,162189,8a176cc73b65de598dd6f3042e7dbeca0bd6bf487540cbabd642ff4e219e1691,cfaa5ffce35089cb521faef9318b26c8325d89bcf72502e6aef48e1ac9f7a9e5
VG_100K/2317350.jpg,9231735010669,complex,1,amt,500,400,116196,f2c3b71d8c24d5bc41f185f0d29ba024d47f93c539813a66d979207de84acdce,f76eb9da459181bb9d994e79840256018d8e22346724669b148ea82d8862ec60
VG_100K/2317369.jpg,30159712,simple,1,imported_genome,500,375,196881,9e00322067a6efc06e6783e84e5a0269aca3a4cc85a44692d0e66b4723376e5f,4efcc430041e951f81c3466bf1a902f9856fb2bb32f133cd920216a9009aeb47
VG_100K/2317399.jpg,30159692,simple,2,imported_genome,500,285,80259,ae8891eec1c0c9cb06d7a22d04c0eea08a77f439ee3a39d39066e97c0dc3e682,b3b8e7fc620ddeee54b688f43bb92e4437b64f7ab91a1b646deb19d4cda8652b
VG_100K/2317400.jpg,30159691,simple,1,imported_genome,500,333,155608,69082ce0140920c4c3b959ef7d55962ba68aa8672bdfa394704de5b7e0b4b1c9,0a858bfcafb4339971747397cee2e291ee16dbeaea02b1fce94fff852ae7975f
VG_100K/2317420.jpg,923174202690,complex,2,amt,500,333,130356,481ab277fc881040838a2f802b1775d0bc9231b2d15642d1165f3f46ba369577,da61b56abfd3de16d6b851e6893108b5cba3a67a602343ef0abcebbc80bdf3ab
VG_100K/2317423.jpg,30159682,simple,1,imported_genome,500,375,78709,1146daab708e894282844cac542daaeb1fd676a4e1024676973c25b8994fa229,424c18f2f712007f6b7d9a978bf49cc78de5a7b9232e9850c80f2072f08c818b
VG_100K/2317434.jpg,30159676,simple,1,imported_genome,500,333,128469,f0652bb432b3e238981550ead7b05896e062712bfd6d9f9e2cb31fb40df8f93c,03d6310784a45e907dab6404a7c227b9ec0e0983cc770a32b68d2e6c40115302
VG_100K/2317450.jpg,30159669,simple,1,imported_genome,500,313,126903,1bcfa292b0c5df5c7a66b5c222df7623be4510d1de6f4b90049634ec1818e2b2,3deeb93c93268446b22b2f5d7e92c64f43e38fa7e3633f412354c9927785f14a
VG_100K/2317481.jpg,30159653,simple,1,imported_genome,500,375,232690,fb8bd2fe0ba146015ec3b552a791b7c18da8172cf3cd4aaa304a577a42cbddea,e7aec069ea36b3ae1d4eb203a4390bc3f9825d857b81dac35ff02ac09c59c615
VG_100K/2317493.jpg,923174934852,complex,2,amt,500,357,154015,df0d5b098c85ca1ff2b932e31e360c04fc592aa1e3d265efb09bca0407c673b1,838e09a5567b65cd36bc19880a257c028f12c4726589bb64ba810fa9771385e1
VG_100K/2317554.jpg,30159612,simple,5,imported_genome,500,375,145697,68a2a5fcae09c0f8f18c918a13a3dc05583cfd9ed64518460ded27a83b5587da,8becec7a42c43e32d0e044739e68c295ba91bba1035fb1287129bef052919fea
VG_100K/2317566.jpg,30159604,simple,1,imported_genome,500,375,160799,1d6682e84c491349e195e9adc53989ade5730384219d4118745799374dce417d,6014732f780ec0b64972be56da7d4e60cf14fc2722961a167d25f806c4f2081e
VG_100K/2317570.jpg,9231757015237,complex,1,amt,444,500,127677,40cc812c13caed83170b43080df09ed75835ecb2d7443ce7a94942ebcbdd9b53,1e6aec55bb35fcebd3b35d5293d0de40235021e58aa0ecfaecbc8f53b8bdb8db
VG_100K/2317656.jpg,923176567194,complex,1,amt,500,221,90947,81023dc6875614ba188573dbee5bf74fd12aa8333f6371835cdbfcdbae43a07a,ec980e84985b6500b9c14711715756032d0e133e5df18449a9095e1573d8176f
VG_100K/2317678.jpg,30159528,simple,1,imported_genome,500,375,122238,2731be4822e48e4d1372c32837ce5d5c52a735ac7ddc02c7fa28d2d872f2a607,3599ea072bae68875d8a6e7777f70df57dc0b47c16ea0023366b5df93d19a26d
VG_100K/2317685.jpg,30159520,simple,5,imported_genome,500,319,161548,31edd610aa3aa3a0370e8c328a9d0ef3debb8fc89b5659cd2dd1f8ded2c09ec8,610fd526fed0ad6b37bd178190bccae5806f52a594d8ba73497818dd5bca1bbd
VG_100K/2317693.jpg,30159507,simple,3,imported_genome,500,405,125949,4cccdf2c16257f34bdc4a066aefe2be4a6aa79539c06f7b3ffc1a1ecbc5c71f0,6aa3f622154e14786fa848f9c0ffec4d3b20b82257adc453a837cd9ddb34fd03
VG_100K/2317749.jpg,9231774916011,complex,1,amt,375,500,133076,c45e13ccf1a5f3df18217189c6c179400e6069dbb3b753b1432b3d4e658e3f77,f85b62b3f12e051477518e89f0067d4544390ad030c5d456121953327dee886b
