manifest_index,question_id,image,image_id,subset,issimple,data_source,question,ground_truth,baseline_prediction,selected_alpha,selected_score,post_prediction,baseline_correct,post_correct,repair,break_case,hook_calls,score_alpha_0,score_alpha_1p5,score_alpha_2,score_alpha_4,baseline_expected_numeral,post_expected_numeral,baseline_entropy,post_entropy,baseline_top1_prob,post_top1_prob,baseline_conditional_margin,post_conditional_margin,feature__baseline_best_numeral,feature__baseline_entropy,feature__baseline_entropy_norm,feature__baseline_expected_numeral,feature__baseline_top1_prob,feature__baseline_conditional_margin,feature__baseline_vocab_numeral_mass,feature__baseline_numprob_0,feature__baseline_numprob_1,feature__baseline_numprob_2,feature__baseline_numprob_3,feature__baseline_numprob_4,feature__baseline_numprob_5,feature__baseline_numprob_6,feature__baseline_numprob_7,feature__baseline_numprob_8,feature__baseline_numprob_9,feature__baseline_numprob_10,feature__baseline_numprob_11,feature__baseline_numprob_12,feature__baseline_numprob_13,feature__baseline_numprob_14,feature__baseline_numprob_15,feature__geom_top2_prob,feature__geom_expected_minus_pred,feature__geom_p_down1,feature__geom_p_up1,feature__geom_p_down2,feature__geom_p_up2,feature__geom_local_asymmetry,feature__geom_up_mass,feature__geom_down_mass,feature__geom_signed_tail_mass,feature__geom_up_distance_mass,feature__geom_down_distance_mass,feature__geom_signed_distance_mass,feature__geom_up_boundary_gap,feature__geom_down_boundary_gap,feature__geom_up_down_logratio
10,30122512,VG_100K_2/2379868.jpg,92379868,simple,True,imported_genome,How many people are pictured here?,0,0,4.0,47.73595719511917,0,True,True,False,False,1,5.98380456942187,13.174400849371855,17.722619287881717,47.73595719511917,0.017455294123030943,0.010520709534035827,0.0636975207631492,0.042825931367065924,0.9906102641196407,0.9939626040638002,0.9839355846632525,0.9893596440202097,0.0,0.0636975207631492,0.022974024330479285,0.017455294123030943,0.9906102641196407,0.9839355846632525,0.6358968698025365,0.9906102641196407,0.006674679456388195,0.0004835121581022705,0.0010235952467349367,0.0004835121581022705,0.0002754969232352563,0.00018934608167949115,8.402181441966664e-05,6.965653071625348e-05,2.5625205593836734e-05,1.9956930182845794e-05,3.2903415290335256e-05,1.2885162564578709e-05,5.045902160934275e-06,5.045902160934275e-06,4.452993027769416e-06,0.006674679456388195,0.017455294123030943,0.0,0.006674679456388195,0.0,0.0004835121581022705,0.006674679456388195,0.009389735880359577,0.0,0.009389735880359577,0.017455294123030943,0.0,0.017455294123030943,0.9839355846632525,0.9906102641196407,22.621587018714596
11,30137175,VG_100K/2355403.jpg,92355403,simple,True,imported_genome,How many toy men?,1,1,4.0,5.623877113155502,1,True,True,False,False,1,-0.16534270990803296,2.4317289272892575,2.344811864374185,5.623877113155502,1.3289999531472974,1.2984339463119428,1.021563387935071,0.9792118624048239,0.4981720468262589,0.5319024399603389,0.1101952666536839,0.16633159561283917,1.0,1.021563387935071,0.3684511084319138,1.3289999531472974,0.4981720468262589,0.1101952666536839,0.9306633629184944,0.09809589228046084,0.4981720468262589,0.387976780172575,0.011715883589827824,0.0026141669816786436,0.0005832994972766931,0.00040089549080243506,0.00016711810397591,8.945187506553072e-05,3.728908930384675e-05,3.2907505810845115e-05,4.7880138431278216e-05,2.9040771949855394e-05,1.1372529698601126e-05,1.4602617185040027e-05,1.1372529698601126e-05,0.387976780172575,0.32899995314729735,0.09809589228046084,0.387976780172575,0.0,0.011715883589827824,0.28988088789211414,0.40373206089328023,0.09809589228046084,0.3056361686128194,0.4270958454277583,0.09809589228046084,0.32899995314729746,0.1101952666536839,0.40007615454579804,1.3749999999923832
12,30142713,VG_100K/2346128.jpg,92346128,simple,True,imported_genome,How many clocks are shown?,1,1,1.0,0.08553517013126166,1,True,True,False,False,0,0.08553517013126166,-0.0378119522777138,0.04104096679843228,0.06679379379077033,1.0004090904394378,1.0004090904394378,0.002777258783595967,0.002777258783595967,0.9997272287015535,0.9997272287015535,0.9995238158328741,0.9995238158328741,1.0,0.002777258783595967,0.0010016843685898042,1.0004090904394378,0.9997272287015535,0.9995238158328741,0.9515269704882456,4.221699404431538e-06,0.9997272287015535,0.00020341286867943634,3.534785633899319e-05,1.300374963659724e-05,5.4207693369055955e-06,5.4207693369055955e-06,1.759866140206887e-06,8.313019019351625e-07,4.736615458888056e-07,4.1800484712030215e-07,8.849162682978582e-07,9.419884642093399e-07,1.8548852651048712e-07,2.381719825434234e-07,2.1018603687700346e-07,0.00020341286867943634,0.0004090904394378203,4.221699404431538e-06,0.00020341286867943634,0.0,3.534785633899319e-05,0.0001991911692750048,0.00026854959904242724,4.221699404431538e-06,0.0002643278996379957,0.00041331213884209515,4.221699404431538e-06,0.0004090904394376636,0.9995238158328741,0.9997230070021491,3.874999768044702
13,30146672,VG_100K/2339420.jpg,92339420,simple,True,imported_genome,How many people are in the photo?,1,1,0.0,0.2573350759596778,1,True,True,False,False,1,0.2573350759596778,-0.3575793797551098,-0.1811858264779794,-0.6250442027876387,1.0006904562257153,1.0009759121261201,0.005272997095738934,0.007245258373838114,0.9994014399069964,0.9991374978402449,0.9988486865910806,0.9983334589140795,1.0,0.005272997095738934,0.0019018316901611167,1.0006904562257153,0.9994014399069964,0.9988486865910806,0.786896476125932,2.1221119988707284e-06,0.9994014399069964,0.0005527533159157991,2.5852616610179022e-05,6.536565134212739e-06,3.0876547392151797e-06,3.498771191346136e-06,1.370138484985834e-06,1.0024147294369099e-06,4.178686286685558e-07,4.735071901609301e-07,6.889488964441413e-07,4.4481883977328227e-07,1.1246781565461298e-07,9.323909403581962e-08,1.0565373517204136e-07,0.0005527533159157991,0.0006904562257152858,2.1221119988707284e-06,0.0005527533159157991,0.0,2.5852616610179022e-05,0.0005506312039169284,0.0005964379810050844,2.1221119988707284e-06,0.0005943158690062137,0.0006925783377138339,2.1221119988707284e-06,0.0006904562257149632,0.9988486865910806,0.9993993177949975,5.562499530580573
14,30152678,VG_100K/2329458.jpg,92329458,simple,True,imported_genome,How many people are in the picture?,1,1,1.0,0.0519612273449629,1,True,True,False,False,0,0.0519612273449629,-0.047654959329920386,-0.003079369808777226,-0.04870598121554762,1.00033759987384,1.00033759987384,0.003275998562316199,0.003275998562316199,0.9996874596430697,0.9996874596430697,0.999529047843513,0.999529047843513,1.0,0.003275998562316199,0.0011815667199532385,1.00033759987384,0.9996874596430697,0.999529047843513,0.9561277336100602,7.482843567007061e-05,0.9996874596430697,0.00015841179955663993,4.005277537060336e-05,1.669648083471933e-05,6.960128722284609e-06,8.936982182831813e-06,2.9014133163939583e-06,1.1362097800148656e-06,5.041900335694121e-07,7.335921701795574e-07,6.473928179437708e-07,3.465244045455174e-07,1.1250000293558515e-07,1.4445286314673687e-07,1.2747920429647172e-07,0.00015841179955663993,0.0003375998738399666,7.482843567007061e-05,0.00015841179955663993,0.0,4.005277537060336e-05,8.358336388656932e-05,0.00023771192126010495,7.482843567007061e-05,0.00016288348559003433,0.00041242830950966486,7.482843567007061e-05,0.0003375998738395943,0.999529047843513,0.9996126312073996,0.7499999929487575
15,30145122,VG_100K/2342002.jpg,92342002,simple,True,imported_genome,How many people are in the photograph?,2,2,1.0,0.006947651219750349,2,True,True,False,False,0,0.006947651219750349,-0.04876705798282642,-0.017136665703533012,-0.13645591121322165,1.9992705094559973,1.9992705094559973,0.008862246780550654,0.008862246780550654,0.9989350029441563,0.9989350029441563,0.9980240921302104,0.9980240921302104,2.0,0.008862246780550654,0.003196379870358653,1.9992705094559973,0.9989350029441563,0.9980240921302104,0.9612404789095201,3.6859566055027367e-07,0.0009109108139459237,0.9989350029441563,0.00013969269767136392,8.930255388325516e-06,1.8718832195604769e-06,1.2085786423543202e-06,6.469055305841152e-07,4.732861966273585e-07,2.2356456916077138e-07,1.1966549065522708e-07,1.972950398120403e-07,2.2356456916077138e-07,4.1355286973032844e-08,6.017158749483472e-08,2.842304535788943e-08,0.0009109108139459237,-0.0007294905440027311,0.0009109108139459237,0.00013969269767136392,3.6859566055027367e-07,8.930255388325516e-06,-0.0007712181162745598,0.0001537176462374303,0.0009112794096064739,-0.0007575617633690437,0.00018215746126437564,0.0009116480052670243,-0.0007294905440026487,0.9987953102464849,0.9980240921302104,-1.8749999939392321
16,30134003,VG_100K/2360668.jpg,92360668,simple,True,imported_genome,How many people are in the scene?,1,1,0.0,0.14571254891624444,1,True,True,False,False,1,0.14571254891624444,-0.13700019207411987,-0.02075358354382118,-0.11694850793526461,1.000882438203103,1.001129091869808,0.006965129299782552,0.008643824812669584,0.9991616636361789,0.9989260711052307,0.9983576052629998,0.9978938831547741,1.0,0.006965129299782552,0.0025121393749866763,1.000882438203103,0.9991616636361789,0.9983576052629998,0.9024478127694167,4.219311107272962e-06,0.9991616636361789,0.0008040583731790586,2.1427429850960375e-05,4.219311107272962e-06,1.4581549009188505e-06,1.1356121786750074e-06,5.364252100914265e-07,2.3803724403774867e-07,1.7415176800940274e-07,1.9733980651870752e-07,2.3803724403774867e-07,2.533893272942617e-07,5.653880117907152e-08,6.406685509431776e-08,6.018524056898017e-08,0.0008040583731790586,0.0008824382031029643,4.219311107272962e-06,0.0008040583731790586,0.0,2.1427429850960375e-05,0.0007998390620717856,0.0008341170527137173,4.219311107272962e-06,0.0008298977416064443,0.0008866575142103601,4.219311107272962e-06,0.0008824382031030871,0.9983576052629998,0.9991574443250716,5.249999764238204
17,30106573,VG_100K_2/2404685.jpg,92404685,simple,True,imported_genome,How many boats do you see?,1,1,0.0,0.12593954421228074,1,True,True,False,False,1,0.12593954421228074,-0.07796200677780239,0.03549646747131096,0.053814635813206,1.0020162317167018,1.0026074012538102,0.014431330815044113,0.017988702435475012,0.9980364414735813,0.9974707279264982,0.9961097778970326,0.9949982451884893,1.0,0.014431330815044113,0.005205002350073056,1.0020162317167018,0.9980364414735813,0.9961097778970326,0.9287607197983547,3.7193356704676305e-06,0.9980364414735813,0.0019266635765486592,2.4253115154911146e-05,3.4939925138254092e-06,1.3682671279806435e-06,1.7568897691454854e-06,7.796151091672785e-07,2.5310396878100615e-07,1.3547679189354726e-07,1.634162044765078e-07,3.249919289793525e-07,3.249919289793525e-07,8.217082796294437e-08,1.272686680128611e-07,1.123142053174171e-07,0.0019266635765486592,0.002016231716701844,3.7193356704676305e-06,0.0019266635765486592,0.0,2.4253115154911146e-05,0.0019229442408781915,0.001959839190748092,3.7193356704676305e-06,0.0019561198550776242,0.002019951052372248,3.7193356704676305e-06,0.0020162317167017802,0.9961097778970326,0.9980327221379108,6.249999731653849
18,30159291,VG_100K/2318090.jpg,92318090,simple,True,imported_genome,How many people in the image?,1,1,0.0,0.12153996970794795,1,True,True,False,False,1,0.12153996970794795,-0.12425674484791116,-0.029541259410423827,-0.14013889089727397,1.0001784420829216,1.000212742970987,0.0014385257928207916,0.0016504472635415473,0.9998658399626359,0.9998447008499636,0.9997569458039854,0.9997213102113146,1.0,0.0014385257928207916,0.0005188385068733551,1.0001784420829216,0.9998658399626359,0.9997569458039854,0.9135894975921133,3.2883186612179185e-06,0.9998658399626359,0.00010889415865043341,1.1477359881072314e-05,4.784475420600889e-06,1.4591825606048692e-06,1.653470461291498e-06,8.314171611795437e-07,4.4502553738816605e-07,2.2377289320225753e-07,3.058612806350775e-07,3.9273365831610166e-07,2.1021517897776556e-07,5.315072088476068e-08,7.26484219060294e-08,6.824687653130868e-08,0.00010889415865043341,0.0001784420829216149,3.2883186612179185e-06,0.00010889415865043341,0.0,1.1477359881072314e-05,0.00010560583998921549,0.00013087171870302403,3.2883186612179185e-06,0.00012758340004180612,0.0001817304015821361,3.2883186612179185e-06,0.0001784420829209182,0.9997569458039854,0.9998625516439746,3.4999997050764953
19,30139298,VG_100K/2351733.jpg,92351733,simple,True,imported_genome,How many people are in the photo?,1,1,0.0,0.14234648456030163,1,True,True,False,False,1,0.14234648456030163,-0.10811332620403259,0.009448137968675187,-0.025398513891577653,1.0016704750917347,1.0014969386203727,0.011987205738440048,0.010844931904464585,0.998439379165044,0.9986144940456522,0.9969382862705951,0.9972895518768125,1.0,0.011987205738440048,0.004323470568240796,1.0016704750917347,0.998439379165044,0.9969382862705951,0.9120210009685863,2.722222706444873e-06,0.998439379165044,0.0015010928944489221,3.115418911120283e-05,1.2986998194342208e-05,4.488186479698533e-06,3.960810666556014e-06,1.7575990790246805e-06,7.799298635181853e-07,3.460917789880985e-07,2.2345364711247346e-07,4.7305137464926904e-07,3.460917789880985e-07,8.750570551069646e-08,1.1960611836120087e-07,8.220400282745741e-08,0.0015010928944489221,0.00167047509173468,2.722222706444873e-06,0.0015010928944489221,0.0,3.115418911120283e-05,0.0014983706717424774,0.0015578986122497017,2.722222706444873e-06,0.001555176389543257,0.0016731973144403914,2.722222706444873e-06,0.0016704750917339467,0.9969382862705951,0.9984366569423375,6.3124996333193755
20,30144738,VG_100K/2342651.jpg,92342651,simple,True,imported_genome,How many people are there in this photo?,1,1,0.0,0.1365275937202099,1,True,True,False,False,1,0.1365275937202099,-0.16041936297833512,-0.056425879057676855,-0.240238018460729,1.0008606720103166,1.0012461877221208,0.0060488139628475076,0.008397165860245182,0.9993340149005745,0.9990334180597407,0.9987812988763759,0.9982294628900104,1.0,0.0060488139628475076,0.0021816484768650045,1.0008606720103166,0.9993340149005745,0.9987812988763759,0.886744435320793,2.143112599419922e-05,0.9993340149005745,0.00055271602419859,4.5369694085748077e-05,1.3836974917845219e-05,9.510004511934612e-06,8.933822465926469e-06,4.781930575246849e-06,2.9003875065044844e-06,1.2090613938117723e-06,1.2090613938117723e-06,1.9934052375598135e-06,1.1358080670902468e-06,3.056985941144919e-07,3.464018890255401e-07,3.056985941144919e-07,0.00055271602419859,0.0008606720103165877,2.143112599419922e-05,0.00055271602419859,0.0,4.5369694085748077e-05,0.0005312848982043908,0.0006445539734313237,2.143112599419922e-05,0.0006231228474371244,0.000882103136310705,2.143112599419922e-05,0.0008606720103165057,0.9987812988763759,0.9993125837745803,3.2499999551481444
