manifest_index,question_id,image,image_id,subset,issimple,data_source,question,ground_truth,baseline_prediction,selected_alpha,selected_score,post_prediction,baseline_correct,post_correct,repair,break_case,hook_calls,score_alpha_0,score_alpha_1p5,score_alpha_2,score_alpha_4,baseline_expected_numeral,post_expected_numeral,baseline_entropy,post_entropy,baseline_top1_prob,post_top1_prob,baseline_conditional_margin,post_conditional_margin,feature__baseline_best_numeral,feature__baseline_entropy,feature__baseline_entropy_norm,feature__baseline_expected_numeral,feature__baseline_top1_prob,feature__baseline_conditional_margin,feature__baseline_vocab_numeral_mass,feature__baseline_numprob_0,feature__baseline_numprob_1,feature__baseline_numprob_2,feature__baseline_numprob_3,feature__baseline_numprob_4,feature__baseline_numprob_5,feature__baseline_numprob_6,feature__baseline_numprob_7,feature__baseline_numprob_8,feature__baseline_numprob_9,feature__baseline_numprob_10,feature__baseline_numprob_11,feature__baseline_numprob_12,feature__baseline_numprob_13,feature__baseline_numprob_14,feature__baseline_numprob_15,feature__geom_top2_prob,feature__geom_expected_minus_pred,feature__geom_p_down1,feature__geom_p_up1,feature__geom_p_down2,feature__geom_p_up2,feature__geom_local_asymmetry,feature__geom_up_mass,feature__geom_down_mass,feature__geom_signed_tail_mass,feature__geom_up_distance_mass,feature__geom_down_distance_mass,feature__geom_signed_distance_mass,feature__geom_up_boundary_gap,feature__geom_down_boundary_gap,feature__geom_up_down_logratio
10,30125798,VG_100K/2374611.jpg,92374611,simple,True,imported_genome,How many cats are there?,1,1,1.0,-0.0010239574933663814,1,True,True,False,False,0,-0.0051118725457117604,-0.005092809818059688,-0.0034523725113356427,-0.0010239574933663814,1.0000539065078757,1.0000539065078757,0.0006017320964206659,0.0006017320964206659,0.9999486971875722,0.9999486971875722,0.9999086339456417,0.9999086339456417,1.0,0.0006017320964206659,0.00021702897786245358,1.0000539065078757,0.9999486971875722,0.9999086339456417,0.9444523398508444,5.421970194043057e-06,0.9999486971875722,4.006324193051405e-05,2.9021715114508735e-06,1.3708887523272293e-06,4.1809744727960803e-07,4.737664756160768e-07,2.699440007393422e-07,7.734025109545225e-08,5.65833364480905e-08,6.825253203685147e-08,5.65833364480905e-08,5.315512539690607e-08,1.7256942612848036e-08,2.8451888353054003e-08,2.5108703344252882e-08,4.006324193051405e-05,5.390650787573392e-05,5.421970194043057e-06,4.006324193051405e-05,0.0,2.9021715114508735e-06,3.4641271736470994e-05,4.5880842233662723e-05,5.421970194043057e-06,4.0458872039619664e-05,5.93284780702272e-05,5.421970194043057e-06,5.3906507876184144e-05,0.9999086339456417,0.9999432752173781,1.9999998405257509
11,30110262,VG_100K_2/2398993.jpg,92398993,simple,True,imported_genome,How many buses are there?,1,1,1.0,0.007048594110266305,1,True,True,False,False,0,-0.014148406221117592,0.006285683202635874,0.007048594110266305,-0.03127695223055498,1.001613833913315,1.001613833913315,0.011292075493668749,0.011292075493668749,0.9985758256153623,0.9985758256153623,0.9972509347510392,0.9972509347510392,1.0,0.011292075493668749,0.004072755329014925,1.001613833913315,0.9985758256153623,0.9972509347510392,0.9490605920820485,1.146255193552238e-05,0.9985758256153623,0.0013248908643230843,4.5335272345452775e-05,1.6677914655800308e-05,7.878089052869238e-06,6.952389187442712e-06,3.0851040005644878e-06,1.9918928518412565e-06,1.0015866258403765e-06,1.066183413333316e-06,1.4572999415941607e-06,1.066183413333316e-06,3.461390757952084e-07,5.706868568840438e-07,3.922269582833213e-07,0.0013248908643230843,0.0016138339133149326,1.146255193552238e-05,0.0013248908643230843,0.0,4.5335272345452775e-05,0.001313428312387562,0.0014127118327021183,1.146255193552238e-05,0.001401249280766596,0.0016252964652506894,1.146255193552238e-05,0.001613833913315167,0.9972509347510392,0.9985643630634268,4.749999913514175
12,30127359,VG_100K/2372016.jpg,92372016,simple,True,imported_genome,How many sheep are shown?,1,1,1.0,0.004394359937376569,1,True,True,False,False,0,0.004394359937376569,-0.01117583980332126,-0.014559006822087049,-0.00715813017764215,1.0001898606343391,1.0001898606343391,0.001414121296060607,0.001414121296060607,0.9998771655016119,0.9998771655016119,0.9998111171076012,0.9998111171076012,1.0,0.001414121296060607,0.0005100364452605278,1.0001898606343391,0.9998771655016119,0.9998111171076012,0.8793901959503359,1.6699649245206862e-05,0.9998771655016119,6.604839401065584e-05,1.8923181708964747e-05,6.961449512279611e-06,4.2223325652391425e-06,4.784529614634418e-06,1.9944886783681395e-06,8.850489860130299e-07,5.368093453644803e-07,6.892768433635005e-07,3.6894330782380757e-07,3.927381068332693e-07,8.763171667409852e-08,1.1252135151752146e-07,1.27503395409068e-07,6.604839401065584e-05,0.00018986063433912292,1.6699649245206862e-05,6.604839401065584e-05,0.0,1.8923181708964747e-05,4.9348744765448974e-05,0.00010613484914314069,1.6699649245206862e-05,8.943519989793383e-05,0.00020656028358398813,1.6699649245206862e-05,0.00018986063433878127,0.9998111171076012,0.9998604658523667,1.3749999552589178
13,9235809217603,VG_100K/2358092.jpg,92358092,complex,False,amt,How many items can not be eaten?,2,1,1.0,-0.03232468191645602,1,False,False,False,False,0,-0.03232468191645602,-0.15100763918353746,-0.17886907294017937,-0.20924076819087575,1.6136005942042408,1.6136005942042408,1.074215957990021,1.074215957990021,0.5426500419678216,0.5426500419678216,0.21351615401999058,0.21351615401999058,1.0,1.074215957990021,0.3874415088589976,1.6136005942042408,0.5426500419678216,0.21351615401999058,0.8689440515991009,0.004694842765066213,0.5426500419678216,0.32913388794783105,0.09429843770629791,0.021040825507152985,0.005319953816626761,0.0019571016371185347,0.000494832786877858,0.00020627699494104877,6.696833536687731e-05,5.21549920247125e-05,3.584556685401356e-05,1.6932246845877963e-05,9.647703436885609e-06,1.3186847102728085e-05,9.063178634760807e-06,0.32913388794783105,0.6136005942042408,0.004694842765066213,0.32913388794783105,0.0,0.09429843770629791,0.32443904518276484,0.45265511526711194,0.004694842765066213,0.44796027250204573,0.6182954369693069,0.004694842765066213,0.6136005942042406,0.21351615401999058,0.5379551992027554,4.249999999790038
14,30155761,VG_100K/2324314.jpg,92324314,simple,True,imported_genome,How many benches are in the picture?,1,1,1.0,0.032107289040460354,1,True,True,False,False,0,-0.018222301217744652,0.032107289040460354,0.020932781655550212,-0.09151563721953782,1.0417429108983511,1.0417429108983511,0.17362672796735512,0.17362672796735512,0.960991287554803,0.960991287554803,0.923729611646679,0.923729611646679,1.0,0.17362672796735512,0.06262260485107009,1.0417429108983511,0.960991287554803,0.923729611646679,0.8920941215208131,5.210733443137647e-06,0.960991287554803,0.03726167590812406,0.001275024434715145,0.00025106719736603974,6.347972870186e-05,8.150958509763058e-05,3.850240172791814e-05,1.2499899720191011e-05,4.598456123762937e-06,2.7891046264055337e-06,3.3643023691703584e-06,4.598456123762937e-06,1.2376576755021507e-06,1.9169217071548235e-06,1.2376576755021507e-06,0.03726167590812406,0.04174291089835114,5.210733443137647e-06,0.03726167590812406,0.0,0.001275024434715145,0.037256465174680925,0.03900350171175412,5.210733443137647e-06,0.03899829097831098,0.04174812163179382,5.210733443137647e-06,0.04174291089835068,0.923729611646679,0.9609860768213598,8.874999808115293
15,923657898923,VG_100K/2365789.jpg,92365789,complex,False,amt,How many eggs are putting in the pizza?,0,0,1.0,0.08995355896878324,0,True,True,False,False,0,0.03206552910458857,0.01786333750154354,0.005005881157050883,0.08995355896878324,0.2716404313704983,0.2716404313704983,0.3163225835283787,0.3163225835283787,0.9475614365784537,0.9475614365784537,0.9302062434811925,0.9302062434811925,0.0,0.3163225835283787,0.11408925564439422,0.2716404313704983,0.9475614365784537,0.9302062434811925,0.34053127563674934,0.9475614365784537,0.0038724670151988046,0.0038724670151988046,0.005634406260506433,0.006384618738042906,0.005634406260506433,0.017355193097261152,0.0026615050620178156,0.0038724670151988046,0.0006321628623571796,0.0007163343695663351,0.00043447875774790264,0.0005938620507238918,0.00019279878003800093,0.0003178714496136874,0.0002635246875679608,0.017355193097261152,0.2716404313704983,0.0,0.0038724670151988046,0.0,0.0038724670151988046,0.0038724670151988046,0.05243856342154611,0.0,0.05243856342154611,0.2716404313704983,0.0,0.2716404313704983,0.9436889695632549,0.9475614365784537,22.077157612775203
16,30129009,VG_100K/2369273.jpg,92369273,simple,True,imported_genome,How many birds are pictured?,1,1,1.0,0.0067607196095297965,1,True,True,False,False,0,0.0067607196095297965,-0.01176542957387549,-0.019132317713372118,-0.027315460629634823,1.0001887697925487,1.0001887697925487,0.0012186330260890391,0.0012186330260890391,0.9998952075002799,0.9998952075002799,0.9998369189453926,0.9998369189453926,1.0,0.0012186330260890391,0.0004395289558505419,1.0001887697925487,0.9998952075002799,0.9998369189453926,0.8340734485750758,6.143568485956894e-06,0.9998952075002799,5.8288554887336114e-05,1.6699950577270273e-05,1.1477696988096967e-05,2.902016267239793e-06,5.421680159673291e-06,1.6535190261629784e-06,6.892892808231395e-07,3.689499651162211e-07,2.535753554346819e-07,2.699295607783456e-07,3.689499651162211e-07,6.824888104294966e-08,9.328516005216065e-08,9.328516005216065e-08,5.8288554887336114e-05,0.00018876979254867088,6.143568485956894e-06,5.8288554887336114e-05,0.0,1.6699950577270273e-05,5.214498640137922e-05,9.86489312341953e-05,6.143568485956894e-06,9.250536274823841e-05,0.00019491336103406054,6.143568485956894e-06,0.00018876979254810365,0.9998369189453926,0.999889063931794,2.2499998543841913
17,9239705314410,VG_100K_2/2397053.jpg,92397053,complex,False,amt,How many people fly?,5,1,1.0,0.04556581683385719,1,False,False,False,False,0,0.04556581683385719,0.004905497323089359,-0.01900659343603151,-0.028863926063884285,1.0160043188081325,1.0160043188081325,0.16145711903975674,0.16145711903975674,0.9696532793324295,0.9696532793324295,0.9495287675528233,0.9495287675528233,1.0,0.16145711903975674,0.05823334623871902,1.0160043188081325,0.9696532793324295,0.9495287675528233,0.6146762524309679,0.008389144625490572,0.9696532793324295,0.020124511779606197,0.0014578147437476043,0.00025333021684122137,6.405190963126319e-05,4.135502106831759e-05,6.341997884803162e-06,3.613561469240684e-06,1.7069255743429782e-06,1.1731516469400515e-06,1.1731516469400515e-06,8.062945493378692e-07,4.315783722856633e-07,7.115524423615118e-07,5.541575993075161e-07,0.020124511779606197,0.016004318808132467,0.008389144625490572,0.020124511779606197,0.0,0.0014578147437476043,0.011735367154115625,0.02195757604208017,0.008389144625490572,0.013568431416589597,0.024393463433622968,0.008389144625490572,0.016004318808132398,0.9495287675528233,0.9612641347069389,0.874999999930489
18,30150795,VG_100K/2332654.jpg,92332654,simple,True,imported_genome,How many planes are there?,1,1,1.0,0.061813797581166785,1,True,True,False,False,0,-0.002675838545634166,0.049744616193075394,0.061813797581166785,-0.007409727525540179,1.3301370165103603,1.3301370165103603,0.6909699531306662,0.6909699531306662,0.7840687598183642,0.7840687598183642,0.6779565921313663,0.6779565921313663,1.0,0.6909699531306662,0.24921473119622292,1.3301370165103603,0.7840687598183642,0.6779565921313663,0.9424601826640355,0.00018077478944709198,0.7840687598183642,0.10611216768699798,0.10611216768699798,0.002827793485262484,0.00033773176959019075,0.00023211942434644102,5.8688981430184576e-05,2.0282369260433567e-05,1.3939854941175571e-05,1.0198615740213118e-05,7.94268992472233e-06,8.454949413769632e-06,2.9219523309048965e-06,3.311005763699891e-06,2.744920188570344e-06,0.10611216768699798,0.3301370165103603,0.00018077478944709198,0.10611216768699798,0.0,0.10611216768699798,0.1059313928975509,0.21575046539218873,0.00018077478944709198,0.21556969060274164,0.3303177912998075,0.00018077478944709198,0.33013701651036037,0.6779565921313663,0.7838879850289171,6.37499999447768
19,30108741,VG_100K_2/2401294.jpg,92401294,simple,True,imported_genome,How many horses are there?,1,1,1.0,0.0037849626433231927,1,True,True,False,False,0,-0.002163716130145713,0.0037849626433231927,0.0023310398953766166,-0.007259944044152457,1.005862566895003,1.005862566895003,0.038052844780824976,0.038052844780824976,0.9944755532436982,0.9944755532436982,0.9898702177741411,0.9898702177741411,1.0,0.038052844780824976,0.013724662614253418,1.005862566895003,0.9944755532436982,0.9898702177741411,0.9160103368030832,0.0003780289556811853,0.9944755532436982,0.004605335469557081,0.0003336093824759353,8.434966142188657e-05,3.5162170219525995e-05,4.5149120267772166e-05,1.4657773293991107e-05,8.351747471715739e-06,3.945086162577849e-06,3.4815263189042996e-06,4.470368282340432e-06,4.199522360017642e-06,1.0618055360798556e-06,1.3633852959062872e-06,1.2807819566221824e-06,0.004605335469557081,0.005862566895002974,0.0003780289556811853,0.004605335469557081,0.0,0.0003336093824759353,0.004227306513875896,0.005146417800620357,0.0003780289556811853,0.004768388844939172,0.006240595850684345,0.0003780289556811853,0.00586256689500316,0.9898702177741411,0.994097524288017,2.4999999975718397
20,30166639,VG_100K_2/2417238.jpg,92417238,simple,True,imported_genome,How many ducks are there?,3,3,0.0,0.19752703443951053,2,True,False,False,True,1,0.19752703443951053,-0.029458141919382543,0.007621747600380459,0.0016236875024585457,2.655764521957898,2.203929840485888,0.666803984013179,0.5132059043213825,0.6493864359231122,0.7971716523662479,0.3017949245700514,0.5956150939949639,3.0,0.666803984013179,0.24049870024520426,2.655764521957898,0.6493864359231122,0.3017949245700514,0.9800626501209422,9.477005059276419e-07,5.507981148799271e-05,0.34759151135306077,0.6493864359231122,0.0026538939388565507,0.00021784488031901335,4.860776303309698e-05,2.2960681460396146e-05,1.2289967158261136e-05,3.989968161682564e-06,2.006281986792658e-06,1.2953530083715033e-06,1.2168715370189237e-06,6.513443972288484e-07,6.933525016973024e-07,5.748094130702892e-07,0.34759151135306077,-0.3442354780421022,0.34759151135306077,0.0026538939388565507,5.507981148799271e-05,0.00021784488031901335,-0.3449376174142042,0.0029660252118331805,0.3476475388650547,-0.34468151365322147,0.003469036035452347,0.34770451407755454,-0.3442354780421022,0.6467325419842557,0.3017949245700514,-4.8749999996260724
21,30095285,VG_100K_2/2410903.jpg,92410903,simple,True,imported_genome,How many trains are shown?,1,1,1.0,0.011681975007620589,1,True,True,False,False,0,-0.008785448183217394,0.011681975007620589,0.0044342953699813455,-0.06259661288196437,1.0080992007304856,1.0080992007304856,0.04679187011693608,0.04679187011693608,0.9922143722222114,0.9922143722222114,0.9846387220049878,0.9846387220049878,1.0,0.04679187011693608,0.01687659974290604,1.0080992007304856,0.9922143722222114,0.9846387220049878,0.8699754594284173,1.55676409828222e-05,0.9922143722222114,0.007575650217223572,0.0001387528737260276,2.4111634032453475e-05,1.0051224460517612e-05,8.870174453589315e-06,4.7478622492408696e-06,1.8592895714890873e-06,9.349095091367724e-07,8.782662054316187e-07,1.2004475720346762e-06,1.6408172878469592e-06,3.439339877671033e-07,6.03622946917581e-07,4.148635798486655e-07,0.007575650217223572,0.008099200730485645,1.55676409828222e-05,0.007575650217223572,0.0,0.0001387528737260276,0.00756008257624075,0.0077700601368058736,1.55676409828222e-05,0.007754492495823051,0.008114768371468531,1.55676409828222e-05,0.00809920073048571,0.9846387220049878,0.9921988045812286,6.187499935896196
